id,title,overview,popularity,poster,genre_ids,vote_avg
1206083,Conjuring Tapes,"While sorting through their late friend's belongings, two women discover VHS tapes showing them in haunting, unfamiliar scenes, each one drawing them into the grasp of a mysterious, malevolent entity.",39.5341,/puPN6uC5NpbAQW8dDovGkJ79arn.jpg,"[27, 9648]",5.1
1116465,A Legend,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.,39.279,/qbImUt1d3itXcB81BCItPZlfbyr.jpg,"[28, 12, 14]",6.865
1061474,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",39.0482,/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,"[878, 12, 28]",7.386
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",38.6473,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,"[18, 80]",8.714
1103437,Please Don't Feed the Children,"After a viral outbreak ravaged the country’s adult population, a group of orphans heads south in search of a new life, only to find themselves at the mercy of a deranged woman harboring a dangerous secret.",37.9147,/GoIIdrjmXo587L2s2mqgMFvBIs.jpg,"[27, 53]",6.3
1495694,Beauty from Pain,"After a devastating heartbreak, an aspiring musician escapes to Australia. She agrees to a no-strings romance with a billionaire winemaker, but when she falls in love she must choose to walk away or risk her heart on a man afraid to love.",37.7533,/mJtBKvHQaFzgp0N6JFskSvjbTar.jpg,"[10749, 18]",7.313
1309129,Diabolical,"Jessica grew up with a mother plagued by inexplicable psychological issues. Years later, Jessica begins to experience the same disturbing symptoms and she starts to suspect that the cause isn't psychological but something evil.",37.7509,/AbXG2f6AGXeIsc127cBKTYrxFyN.jpg,"[27, 9648]",7.0
1354700,The Ghost Game,"Aspiring YouTuber Gi-ho stages a fake seance for viral content, but Ja-young joins, seeking her missing sister Seo-woo. In an underground cistern, Seo-woo volunteers as the ""possessed,"" but when she collapses, terror unfolds. Trapped with sinister forces, the students face a deadly fate, leading to a shocking twist.",37.5661,/6uF6PnY1gWNmDkAMYO1qhgdgozM.jpg,"[27, 9648, 53]",6.9
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",36.7783,/qTvFWCGeGXgBRaINLY1zqgTPSpn.jpg,"[27, 28, 53]",7.499
1266990,Kulong,"Three friends retreat to a resort to collaborate on a daring screenplay for a contest. Faced with the challenge of writing about passion despite their own dry spells, their journey soon blurs the line between imagination and experience.",36.7042,/AnzrE2WHg3DtZrtmB9AnEbAh17m.jpg,[18],6.0
